sno,State,Year,Quarter,Transaction_type,Transaction_count,Transaction_amount
429,bihar,2019,2,Others,348520,382864846.1
430,bihar,2019,3,Peer-to-peer payments,15446119,61831776093
431,bihar,2019,3,Recharge & bill payments,9115040,2140566975
432,bihar,2019,3,Merchant payments,7206001,3413490288
433,bihar,2019,3,Financial Services,89997,20145460.43
434,bihar,2019,3,Others,282743,286804437.7
435,bihar,2019,4,Peer-to-peer payments,26337842,86340631422
436,bihar,2019,4,Recharge & bill payments,11358597,2649616530
437,bihar,2019,4,Merchant payments,5519582,4177574379
438,bihar,2019,4,Financial Services,100192,18815964.76
439,bihar,2019,4,Others,214101,126788281.9
440,bihar,2020,1,Peer-to-peer payments,23163922,99873688133
441,bihar,2020,1,Recharge & bill payments,13837430,3680590625
442,bihar,2020,1,Merchant payments,7822567,5562692117
443,bihar,2020,1,Financial Services,57233,23954789.41
444,bihar,2020,1,Others,200663,115927863.5
445,bihar,2020,2,Peer-to-peer payments,26572651,1.16244E+11
446,bihar,2020,2,Recharge & bill payments,19522564,5642294772
447,bihar,2020,2,Merchant payments,7011681,6760404422
448,bihar,2020,2,Financial Services,73119,54077813.26
449,bihar,2020,2,Others,206727,105377680.2
450,bihar,2020,3,Peer-to-peer payments,37294332,1.53665E+11
451,bihar,2020,3,Recharge & bill payments,19027978,6313780617
452,bihar,2020,3,Merchant payments,14777337,13111735855
453,bihar,2020,3,Financial Services,104135,81355476.16
454,bihar,2020,3,Others,299966,157309412.5
455,bihar,2020,4,Peer-to-peer payments,49432098,2.08485E+11
456,bihar,2020,4,Merchant payments,26750991,23185594534
457,bihar,2020,4,Recharge & bill payments,19908687,6926960997
458,bihar,2020,4,Financial Services,119416,100785736
459,bihar,2020,4,Others,380481,207713978
460,bihar,2021,1,Peer-to-peer payments,58566582,2.42013E+11
461,bihar,2021,1,Merchant payments,33959313,30171144593
462,bihar,2021,1,Recharge & bill payments,21974086,8505455545
463,bihar,2021,1,Financial Services,124277,112949858.3
464,bihar,2021,1,Others,308219,170787342.8
465,bihar,2021,2,Peer-to-peer payments,78694099,3.19759E+11
466,bihar,2021,2,Merchant payments,44686786,43458914640
467,bihar,2021,2,Recharge & bill payments,31646149,11030849714
468,bihar,2021,2,Financial Services,149791,116086345.9
469,bihar,2021,2,Others,426797,215721223.2
470,bihar,2021,3,Peer-to-peer payments,92785704,3.31514E+11
471,bihar,2021,3,Merchant payments,64094961,53849745605
472,bihar,2021,3,Recharge & bill payments,30081746,11327303470
473,bihar,2021,3,Financial Services,135748,130349071.6
474,bihar,2021,3,Others,572954,241260025.5
475,bihar,2021,4,Peer-to-peer payments,117340712,4.23665E+11
476,bihar,2021,4,Merchant payments,95992559,81729122296
477,bihar,2021,4,Recharge & bill payments,30824177,13438634948
478,bihar,2021,4,Financial Services,186298,173358268.8
479,bihar,2021,4,Others,783199,365400541.9
480,bihar,2022,1,Peer-to-peer payments,138085265,5.00025E+11
481,bihar,2022,1,Merchant payments,114892163,95507710276
482,bihar,2022,1,Recharge & bill payments,30545266,15431605247
483,bihar,2022,1,Financial Services,169722,148088975.2
484,bihar,2022,1,Others,698018,299484690.3
485,bihar,2022,2,Peer-to-peer payments,164119431,6.10449E+11
486,bihar,2022,2,Merchant payments,158289353,1.26423E+11
487,bihar,2022,2,Recharge & bill payments,36950622,17225668602
488,bihar,2022,2,Financial Services,124199,116203820.9
489,bihar,2022,2,Others,661424,247541289.1
490,bihar,2022,3,Merchant payments,198273336,1.37874E+11
491,bihar,2022,3,Peer-to-peer payments,192304951,6.32747E+11
492,bihar,2022,3,Recharge & bill payments,46044353,20417791249
493,bihar,2022,3,Financial Services,179533,161987346.2
494,bihar,2022,3,Others,565212,245905365.8
495,bihar,2022,4,Merchant payments,243777692,1.72924E+11
496,bihar,2022,4,Peer-to-peer payments,225487662,7.3987E+11
497,bihar,2022,4,Recharge & bill payments,47054083,22729599211
498,bihar,2022,4,Financial Services,205989,199208429.5
499,bihar,2022,4,Others,559223,288999714.4
500,chandigarh,2018,1,Recharge & bill payments,201262,47479581.16
501,chandigarh,2018,1,Peer-to-peer payments,135136,527998849.3
502,chandigarh,2018,1,Merchant payments,21431,19477066.53
503,chandigarh,2018,1,Financial Services,8473,1865618.25
504,chandigarh,2018,1,Others,15593,16614305.58
505,chandigarh,2018,2,Recharge & bill payments,224548,76722906.68
506,chandigarh,2018,2,Peer-to-peer payments,194627,835296156.4
507,chandigarh,2018,2,Merchant payments,34606,29408471.51
508,chandigarh,2018,2,Financial Services,11927,3679451.864
509,chandigarh,2018,2,Others,13376,16116275.27
510,chandigarh,2018,3,Peer-to-peer payments,295358,1217617706
511,chandigarh,2018,3,Recharge & bill payments,236445,100639674.7
512,chandigarh,2018,3,Merchant payments,64998,37560565.97
513,chandigarh,2018,3,Financial Services,7642,1302311.597
514,chandigarh,2018,3,Others,12493,12234189.32
515,chandigarh,2018,4,Peer-to-peer payments,431461,1793871702
516,chandigarh,2018,4,Recharge & bill payments,310527,128130476
517,chandigarh,2018,4,Merchant payments,135266,94010713.61
518,chandigarh,2018,4,Financial Services,10008,2039811.337
519,chandigarh,2018,4,Others,17854,14538888.52
520,chandigarh,2019,1,Peer-to-peer payments,689400,2123866602
521,chandigarh,2019,1,Recharge & bill payments,390610,161414934.1
522,chandigarh,2019,1,Merchant payments,169984,97230471.44
523,chandigarh,2019,1,Financial Services,7412,917030.9067
524,chandigarh,2019,1,Others,17070,12603012.34
525,chandigarh,2019,2,Peer-to-peer payments,604849,2339922408
526,chandigarh,2019,2,Recharge & bill payments,342294,185659011.5
527,chandigarh,2019,2,Merchant payments,277811,152766864.7
528,chandigarh,2019,2,Financial Services,5590,839765.1614
529,chandigarh,2019,2,Others,21926,13928050.05
530,chandigarh,2019,3,Peer-to-peer payments,722233,2815184153
531,chandigarh,2019,3,Merchant payments,447069,226535908.8
532,chandigarh,2019,3,Recharge & bill payments,308219,213884900.5
533,chandigarh,2019,3,Financial Services,2447,794918.675
534,chandigarh,2019,3,Others,26575,13282206.87
535,chandigarh,2019,4,Peer-to-peer payments,927850,3586763929
536,chandigarh,2019,4,Merchant payments,561630,318692521.8
537,chandigarh,2019,4,Recharge & bill payments,338203,237695595
538,chandigarh,2019,4,Financial Services,1911,654298.6785
539,chandigarh,2019,4,Others,21321,8707473.863
540,chandigarh,2020,1,Peer-to-peer payments,1087401,4421372542
541,chandigarh,2020,1,Merchant payments,764832,438193845.5
542,chandigarh,2020,1,Recharge & bill payments,389851,257250007.2
543,chandigarh,2020,1,Financial Services,1574,1406138.188
544,chandigarh,2020,1,Others,18853,8230536.663
545,chandigarh,2020,2,Peer-to-peer payments,766698,3293060120
546,chandigarh,2020,2,Merchant payments,390906,331423259
547,chandigarh,2020,2,Recharge & bill payments,361577,214425229.3
548,chandigarh,2020,2,Financial Services,1797,3982005.118
549,chandigarh,2020,2,Others,7032,4125116.689
550,chandigarh,2020,3,Peer-to-peer payments,981986,4178346395
551,chandigarh,2020,3,Merchant payments,796634,604271248.9
552,chandigarh,2020,3,Recharge & bill payments,366353,296964795
553,chandigarh,2020,3,Financial Services,2643,5254415.457
554,chandigarh,2020,3,Others,10470,4972498.603
555,chandigarh,2020,4,Merchant payments,1322026,939307675.9
556,chandigarh,2020,4,Peer-to-peer payments,1159377,4872318731
557,chandigarh,2020,4,Recharge & bill payments,409997,320731281.9
558,chandigarh,2020,4,Financial Services,3346,4400109.749
559,chandigarh,2020,4,Others,17970,10005102.46
560,chandigarh,2021,1,Merchant payments,1799072,1210594490
561,chandigarh,2021,1,Peer-to-peer payments,1472084,5916467167
562,chandigarh,2021,1,Recharge & bill payments,678396,451109555.3
563,chandigarh,2021,1,Financial Services,5111,7700394.762
564,chandigarh,2021,1,Others,15574,10549252.04
565,chandigarh,2021,2,Merchant payments,1926913,1390989391
566,chandigarh,2021,2,Peer-to-peer payments,1663559,6541132353
567,chandigarh,2021,2,Recharge & bill payments,806710,467698864.7
568,chandigarh,2021,2,Financial Services,5502,7394941.033
569,chandigarh,2021,2,Others,14863,10458390.53
570,chandigarh,2021,3,Merchant payments,3179506,2245390329
571,chandigarh,2021,3,Peer-to-peer payments,2434417,8927868098
572,chandigarh,2021,3,Recharge & bill payments,1008585,620437997.4
573,chandigarh,2021,3,Financial Services,5700,7960844.904
574,chandigarh,2021,3,Others,21170,14225734.85
575,chandigarh,2021,4,Merchant payments,4056249,3041038520
576,chandigarh,2021,4,Peer-to-peer payments,2797561,10610461952
577,chandigarh,2021,4,Recharge & bill payments,1013153,693790747.2
578,chandigarh,2021,4,Financial Services,7038,10459431.86
579,chandigarh,2021,4,Others,24902,17832859.58
580,chandigarh,2022,1,Merchant payments,4511757,3264574793
581,chandigarh,2022,1,Peer-to-peer payments,3012464,11150701029
582,chandigarh,2022,1,Recharge & bill payments,1046187,731347957.2
583,chandigarh,2022,1,Financial Services,7228,13538635.56
584,chandigarh,2022,1,Others,22855,14829135
585,chandigarh,2022,2,Merchant payments,6136803,3919372476
586,chandigarh,2022,2,Peer-to-peer payments,3489382,12549248085
587,chandigarh,2022,2,Recharge & bill payments,1119367,792957088.6
588,chandigarh,2022,2,Financial Services,6673,8943857.181
589,chandigarh,2022,2,Others,20264,12978651.92
590,chandigarh,2022,3,Merchant payments,7665907,4713972533
591,chandigarh,2022,3,Peer-to-peer payments,4423590,14788179156
592,chandigarh,2022,3,Recharge & bill payments,1360342,1033530640
593,chandigarh,2022,3,Financial Services,8868,9918740.021
594,chandigarh,2022,3,Others,19466,14156668.14
595,chandigarh,2022,4,Merchant payments,10170372,6570336080
596,chandigarh,2022,4,Peer-to-peer payments,5951989,20013621496
597,chandigarh,2022,4,Recharge & bill payments,1749647,1267654269
598,chandigarh,2022,4,Financial Services,10778,12000766.36
599,chandigarh,2022,4,Others,22054,16141955.57
600,chhattisgarh,2018,1,Recharge & bill payments,1177618,206518662.8
601,chhattisgarh,2018,1,Peer-to-peer payments,550697,1838238336
602,chhattisgarh,2018,1,Merchant payments,42411,39708474.16
603,chhattisgarh,2018,1,Financial Services,33002,7350624.274
604,chhattisgarh,2018,1,Others,87786,57339459.83
605,chhattisgarh,2018,2,Recharge & bill payments,1643461,351709628.1
606,chhattisgarh,2018,2,Peer-to-peer payments,933066,3703114548
607,chhattisgarh,2018,2,Merchant payments,118438,129967815.2
608,chhattisgarh,2018,2,Financial Services,40299,9405941.627
609,chhattisgarh,2018,2,Others,80892,69972510.6
610,chhattisgarh,2018,3,Recharge & bill payments,1911374,443460556.8
611,chhattisgarh,2018,3,Peer-to-peer payments,1619886,5647949188
612,chhattisgarh,2018,3,Merchant payments,220572,145342066
613,chhattisgarh,2018,3,Financial Services,31927,6195179.157
614,chhattisgarh,2018,3,Others,75845,59360083.75
615,chhattisgarh,2018,4,Recharge & bill payments,2438959,554514488.4
616,chhattisgarh,2018,4,Peer-to-peer payments,2342713,8450105299
617,chhattisgarh,2018,4,Merchant payments,458091,331842964.6
618,chhattisgarh,2018,4,Financial Services,42199,9709810.436
619,chhattisgarh,2018,4,Others,83882,70240102.06
620,chhattisgarh,2019,1,Peer-to-peer payments,4068056,11417366152
621,chhattisgarh,2019,1,Recharge & bill payments,2997095,679458794.5
622,chhattisgarh,2019,1,Merchant payments,710047,374735986.9
623,chhattisgarh,2019,1,Financial Services,33835,5075418.743
624,chhattisgarh,2019,1,Others,78636,67920032.8
625,chhattisgarh,2019,2,Peer-to-peer payments,4350167,15410038390
626,chhattisgarh,2019,2,Recharge & bill payments,3435305,855753107.5
627,chhattisgarh,2019,2,Merchant payments,1483870,654411637
628,chhattisgarh,2019,2,Financial Services,22563,4237631.554
629,chhattisgarh,2019,2,Others,98040,77914922.92
630,chhattisgarh,2019,3,Peer-to-peer payments,5021844,17584630268
631,chhattisgarh,2019,3,Recharge & bill payments,4335851,1069468754
632,chhattisgarh,2019,3,Merchant payments,2772084,1074255589
633,chhattisgarh,2019,3,Financial Services,16452,4542997.939
634,chhattisgarh,2019,3,Others,96880,70361559.29
635,chhattisgarh,2019,4,Peer-to-peer payments,7241974,24112075521
636,chhattisgarh,2019,4,Recharge & bill payments,5112337,1257371455
637,chhattisgarh,2019,4,Merchant payments,3852716,1720930748
638,chhattisgarh,2019,4,Financial Services,14974,4665759.804
639,chhattisgarh,2019,4,Others,83757,48745253.9
640,chhattisgarh,2020,1,Peer-to-peer payments,8109789,28723854869
641,chhattisgarh,2020,1,Recharge & bill payments,6400067,1688995018
642,chhattisgarh,2020,1,Merchant payments,4923214,2393811867
643,chhattisgarh,2020,1,Financial Services,12424,7378557.223
644,chhattisgarh,2020,1,Others,78497,46557359.68
645,chhattisgarh,2020,2,Recharge & bill payments,8366200,2504355747
646,chhattisgarh,2020,2,Peer-to-peer payments,7216219,27351810048
647,chhattisgarh,2020,2,Merchant payments,3158417,2361252112
648,chhattisgarh,2020,2,Financial Services,19986,17814454.61
649,chhattisgarh,2020,2,Others,60103,33149845.44
650,chhattisgarh,2020,3,Peer-to-peer payments,9734445,34661165923
651,chhattisgarh,2020,3,Recharge & bill payments,8705513,2790720003
652,chhattisgarh,2020,3,Merchant payments,5591916,3990179454
653,chhattisgarh,2020,3,Financial Services,34893,39141096.45
654,chhattisgarh,2020,3,Others,81772,45538330.63
655,chhattisgarh,2020,4,Peer-to-peer payments,14257312,50812302053
656,chhattisgarh,2020,4,Merchant payments,11677743,8238390462
657,chhattisgarh,2020,4,Recharge & bill payments,9423324,3033918783
658,chhattisgarh,2020,4,Financial Services,41308,48082346.06
659,chhattisgarh,2020,4,Others,129949,82280639.52
660,chhattisgarh,2021,1,Peer-to-peer payments,15621154,55638916992
661,chhattisgarh,2021,1,Merchant payments,15222763,10661449529
662,chhattisgarh,2021,1,Recharge & bill payments,8456094,3000977539
663,chhattisgarh,2021,1,Financial Services,37395,40387648.84
664,chhattisgarh,2021,1,Others,99031,68111552.62
665,chhattisgarh,2021,2,Peer-to-peer payments,18387345,62134058797
666,chhattisgarh,2021,2,Merchant payments,15369311,12828590762
667,chhattisgarh,2021,2,Recharge & bill payments,10764784,3640692364
668,chhattisgarh,2021,2,Financial Services,40213,39620256.36
669,chhattisgarh,2021,2,Others,127767,85809079.55
670,chhattisgarh,2021,3,Merchant payments,27552743,19905616747
671,chhattisgarh,2021,3,Peer-to-peer payments,25447410,80506858751
672,chhattisgarh,2021,3,Recharge & bill payments,11039088,4045490947
673,chhattisgarh,2021,3,Financial Services,38817,48855662.4
674,chhattisgarh,2021,3,Others,159880,99286155
675,chhattisgarh,2021,4,Merchant payments,40526025,29283695601
676,chhattisgarh,2021,4,Peer-to-peer payments,32799167,1.02178E+11
677,chhattisgarh,2021,4,Recharge & bill payments,11115444,4724827140
678,chhattisgarh,2021,4,Financial Services,55237,66445873.3
679,chhattisgarh,2021,4,Others,221621,146144588.7
680,chhattisgarh,2022,1,Merchant payments,48236094,33822547183
681,chhattisgarh,2022,1,Peer-to-peer payments,37457039,1.18394E+11
682,chhattisgarh,2022,1,Recharge & bill payments,11466264,5442872986
683,chhattisgarh,2022,1,Financial Services,52918,55991695.31
684,chhattisgarh,2022,1,Others,200977,131773069.8
685,chhattisgarh,2022,2,Merchant payments,61093916,41536371584
686,chhattisgarh,2022,2,Peer-to-peer payments,42532112,1.33535E+11
687,chhattisgarh,2022,2,Recharge & bill payments,12737942,5949415520
688,chhattisgarh,2022,2,Financial Services,41530,46037703.16
689,chhattisgarh,2022,2,Others,178548,114905117.8
690,chhattisgarh,2022,3,Merchant payments,84355775,50874051122
691,chhattisgarh,2022,3,Peer-to-peer payments,57116149,1.61027E+11
692,chhattisgarh,2022,3,Recharge & bill payments,16538894,8069941553
693,chhattisgarh,2022,3,Financial Services,55775,61881709.74
694,chhattisgarh,2022,3,Others,185994,128469268.6
695,chhattisgarh,2022,4,Merchant payments,97405954,60247141798
696,chhattisgarh,2022,4,Peer-to-peer payments,63986789,1.83673E+11
697,chhattisgarh,2022,4,Recharge & bill payments,16324117,8376603987
698,chhattisgarh,2022,4,Financial Services,63695,81169069.23
699,chhattisgarh,2022,4,Others,179891,141385263.4
700,dadra-&-nagar-haveli-&-daman-&-diu,2018,1,Recharge & bill payments,95544,17526369.58
701,dadra-&-nagar-haveli-&-daman-&-diu,2018,1,Peer-to-peer payments,44599,151966933.2
702,dadra-&-nagar-haveli-&-daman-&-diu,2018,1,Merchant payments,1531,1580762.78
703,dadra-&-nagar-haveli-&-daman-&-diu,2018,1,Financial Services,1364,353171.5524
704,dadra-&-nagar-haveli-&-daman-&-diu,2018,1,Others,5511,4231146.951
705,dadra-&-nagar-haveli-&-daman-&-diu,2018,2,Recharge & bill payments,122834,30595592.01
706,dadra-&-nagar-haveli-&-daman-&-diu,2018,2,Peer-to-peer payments,69215,261995613.1
707,dadra-&-nagar-haveli-&-daman-&-diu,2018,2,Merchant payments,3544,4685536.036
708,dadra-&-nagar-haveli-&-daman-&-diu,2018,2,Financial Services,2996,383806.0855
709,dadra-&-nagar-haveli-&-daman-&-diu,2018,2,Others,4037,4410224.472
710,dadra-&-nagar-haveli-&-daman-&-diu,2018,3,Recharge & bill payments,157113,39790820.29
711,dadra-&-nagar-haveli-&-daman-&-diu,2018,3,Peer-to-peer payments,119346,396698085.4
712,dadra-&-nagar-haveli-&-daman-&-diu,2018,3,Merchant payments,7465,5693604.744
713,dadra-&-nagar-haveli-&-daman-&-diu,2018,3,Financial Services,1477,297647.8959
714,dadra-&-nagar-haveli-&-daman-&-diu,2018,3,Others,4174,5159437.334
715,dadra-&-nagar-haveli-&-daman-&-diu,2018,4,Peer-to-peer payments,194214,582082154.4
